5	0	103.86953	1.3574878
5	1	103.86947	1.357501
5	2	103.869415	1.3575144
5	3	103.869354	1.3575276
5	4	103.8693	1.357541
5	5	103.86924	1.3575542
5	6	103.86919	1.3575675
5	7	103.869125	1.3575808
5	8	103.86907	1.3575941
5	9	103.86901	1.3576074
5	10	103.86896	1.3576207
5	11	103.8689	1.357634
5	12	103.86884	1.3576473
5	13	103.86878	1.3576605
5	14	103.86873	1.3576739
5	15	103.86867	1.3576871
5	16	103.86861	1.3577005
5	17	103.86855	1.3577137
5	18	103.86849	1.357727
5	19	103.86844	1.3577403
5	20	103.86838	1.3577536
5	21	103.868324	1.3577669
5	22	103.86826	1.3577802
5	23	103.86821	1.3577935
5	24	103.86819	1.357799
5	25	103.86819	1.3578169
5	26	103.86819	1.3578349
5	27	103.868195	1.3578529
5	28	103.868195	1.3578709
5	29	103.868195	1.3578889
5	30	103.868195	1.3579069
5	31	103.8682	1.3579249
5	32	103.8682	1.3579429
5	33	103.8682	1.3579609
5	34	103.86821	1.3579789
5	35	103.86821	1.357997
5	36	103.86821	1.358015
5	37	103.86821	1.358033
5	38	103.86822	1.358051
5	39	103.86822	1.358069
5	40	103.86822	1.358087
5	41	103.868225	1.358105
5	42	103.868225	1.358123
5	43	103.868225	1.3581408
5	44	103.86823	1.3581588
5	45	103.86823	1.3581768
5	46	103.86823	1.3581948
5	47	103.86823	1.3582128
5	48	103.86824	1.3582308
5	49	103.86824	1.3582488
5	50	103.86824	1.3582668
5	51	103.86825	1.3582848
5	52	103.86825	1.3583028
5	53	103.86825	1.3583208
5	54	103.86825	1.3583388
5	55	103.868256	1.3583568
5	56	103.868256	1.3583748
5	57	103.868256	1.3583928
5	58	103.86826	1.3584108
5	59	103.86826	1.3584288
5	60	103.86826	1.3584467
5	61	103.86827	1.3584647
5	62	103.86827	1.3584827
5	63	103.86827	1.3585007
5	64	103.86827	1.3585165
5	65	103.86827	1.3585345
5	66	103.86827	1.3585525
5	67	103.86827	1.3585705
5	68	103.86827	1.3585885
5	69	103.86827	1.3586063
5	70	103.86827	1.3586243
5	71	103.86827	1.3586423
5	72	103.86827	1.3586603
5	73	103.86827	1.3586783
5	74	103.86827	1.3586963
5	75	103.86827	1.3587143
5	76	103.86826	1.3587323
5	77	103.86826	1.3587503
5	78	103.86826	1.3587683
5	79	103.86826	1.3587863
5	80	103.86826	1.3588043
5	81	103.86826	1.3588223
5	82	103.86826	1.3588403
5	83	103.86826	1.3588583
5	84	103.86826	1.3588763
5	85	103.86826	1.3588943
5	86	103.86826	1.3589123
5	87	103.86826	1.3589303
5	88	103.86826	1.3589483
5	89	103.868256	1.3589664
5	90	103.868256	1.3589844
5	91	103.868256	1.3590024
5	92	103.868256	1.3590204
5	93	103.868256	1.3590384
5	94	103.868256	1.3590564
5	95	103.868256	1.3590744
5	96	103.868256	1.3590924
5	97	103.868256	1.3591104
5	98	103.868256	1.3591284
5	99	103.868256	1.3591464
5	100	103.868256	1.3591644
5	101	103.868256	1.3591824
5	102	103.86825	1.3592004
5	103	103.86825	1.3592184
5	104	103.86825	1.3592364
5	105	103.86825	1.3592544
5	106	103.86825	1.3592724
5	107	103.86825	1.3592904
5	108	103.86825	1.3593084
5	109	103.86825	1.3593264
